Date,Tweet-text,Retweets,Likes,entities,topic,confidence,sentiment,sentiment_confidence
2016/09/02_11:28,Unemployment: Deficits: Uninsured rate: Jobs: +15.1 millionpic.twitter.com/mWcAgfM8zn,2597,8120,[],americans,0.5301783084869385,neutral,0.573655366897583
2016/09/01_14:06,Senate leaders return from recess next week. They need to get to work on a vote for Judge Garland—say so. http://ofa.bo/2bUhngC  #DoYourJob,850,3044,"[['Senate', 'ORG'],['Garland', 'PERSON']]",business,0.7099708318710327,neutral,0.8044534921646118
2016/08/31_12:42,Senate leaders need to hear you expect a vote on Judge Garland when recess ends—say you'll let them know: http://ofa.bo/2bCovlE  #DoYourJob,770,2759,"[['Senate', 'ORG'],['Garland', 'PERSON']]",business,0.6727522611618042,neutral,0.842933714389801
2016/08/31_10:38,We can't afford to have a Supreme Court that's short-handed. Here's why: http://ofa.bo/2bC7jg9,705,2316,"[['a Supreme Court', 'ORG']]",americans,0.583753228187561,negative,0.8083263039588928
2016/08/31_09:24,The American people need their legislators to be dedicated to solutions not obstruction. #DoYourJobpic.twitter.com/mrTXe8sti6,3006,7469,"[['American', 'NORP']]",americans,0.7336171865463257,neutral,0.6224520206451416
2016/08/30_15:17,Senate leaders have a job to do—join the thousands reminding them when they reconvene next week. http://ofa.bo/2bA3t72  #DoYourJob,736,2605,"[['Senate', 'ORG']]",business,0.5322881937026978,neutral,0.7189228534698486
2016/08/30_13:03,Summer's almost over Senate leaders. #DoYourJobpic.twitter.com/JOEchACJ6i,2147,5929,"[['Senate', 'ORG']]",business,0.5005232691764832,neutral,0.5987198352813721
2016/08/29_14:15,Senate leaders must put country before party politics. Read why it's time to give Judge Garland a vote. http://ofa.bo/2bMWVm0,1032,3675,"[['Senate', 'ORG'],['Garland', 'PERSON']]",politics,0.4897116124629974,neutral,0.771609902381897
2016/08/26_14:58,President Obama continues his track record of protecting millions of acres of federal land and water. Take a look:http://ofa.bo/2bEv1XP,2008,7176,"[['Obama', 'PERSON'],['millions of acres', 'QUANTITY']]",americans,0.6048795580863953,positive,0.7433597445487976
2016/08/26_11:45,Say you'll continue the fight to make gender equality a reality in America: http://ofa.bo/2cfsWE1  #WomensEqualityDay,711,2348,"[['America', 'GPE']]",USA,0.4981889724731445,neutral,0.6613537073135376
2016/08/25_15:13,These are our American cathedrals and they belong to you. —Jonathan B. Jarvis director of the @NatlParkServicehttp://ofa.bo/2bJTZFC,1434,5148,"[['American', 'NORP'],['Jonathan B. Jarvis', 'PERSON']]",americans,0.6768244504928589,neutral,0.7593683004379272
2016/08/24_14:35,We need nine Supreme Court justices. The Senate needs to do its job and vote on Judge Garland: http://ofa.bo/2bOtNaj  #DoYourJob,1000,3362,"[['Supreme Court', 'ORG'],['Senate', 'ORG'],['Garland', 'PERSON']]",americans,0.5429128408432007,neutral,0.7487484216690063
2016/08/24_13:32,This is nothing more than shameless partisanship. The Supreme Court should be held in higher regard. #DoYourJobpic.twitter.com/I0TN3csv0O,3963,9913,"[['The Supreme Court', 'ORG']]",politics,0.8958397507667542,negative,0.6582087874412537
2016/08/24_09:30,Rhode Island just built America's first offshore wind farm which will create clean energy and fight climate change.http://ofa.bo/2biiBG4,2808,7018,"[['Rhode Island', 'GPE'],['America', 'GPE']]",americans,0.5811696648597717,positive,0.6827270984649658
2016/08/24_08:17,America's leadership in the fight against climate change pays off in more ways than one. #ActOnClimatepic.twitter.com/tGK9Uu5l0C,1525,6078,"[['America', 'GPE']]",USA,0.5232428312301636,positive,0.7036958336830139
2016/08/22_10:45,Read why the Supreme Court needs nine justices not shameless partisanship. http://ofa.bo/2bAC2ZS,847,2849,"[['the Supreme Court', 'ORG']]",politics,0.6363764405250549,neutral,0.6398698091506958
2016/08/20_10:08,We’ve protected more than 265 million acres of public lands and waters. —President Obamahttp://ofa.bo/2bEPI3X,1161,5608,"[['more than 265 million acres', 'QUANTITY']]",americans,0.5518176555633545,positive,0.5700602531433105
2016/08/20_09:04,In the weekly address President Obama commemorates the 100th anniversary of the @NatlParkService. http://ofa.bo/2bEPI3X,772,3902,"[['Obama', 'PERSON']]",americans,0.4596922397613525,positive,0.4995104074478149
2016/08/19_10:14,Our children's health and prosperity is too important to ignore the consequences of climate change. Speak out now: http://ofa.bo/2bsKGtH,780,2768,[],climate change,0.8411505222320557,neutral,0.4805688560009002
2016/08/19_08:17,Climate change is not too big of a challenge to solve. We're making good headway. #ActOnClimatepic.twitter.com/s2yzyDqvNR,2004,8332,[],climate change,0.9614542722702026,positive,0.896787703037262
2016/08/18_14:59,“Each month just gives another data point that makes the evidence stronger that we’re changing the climate.”http://ofa.bo/2bqW74M,2960,5904,[],climate change,0.968981146812439,positive,0.7237464189529419
2016/08/18_13:57,Fifteen months in a row of record-breaking heat is a signal that can't be denied: We need to #ActOnClimate.pic.twitter.com/pXnbiNYFP9,5051,10729,[],climate change,0.8944680094718933,positive,0.5266188979148865
2016/08/16_07:52,Reminder: It's the Senate's job to fairly consider Supreme Court nominees. #DoYourJobpic.twitter.com/xrkYcRsLNw,2810,9430,"[['Senate', 'ORG'],['Supreme Court', 'ORG']]",business,0.4906974732875824,neutral,0.7795344591140747
2016/08/15_13:48,Today thousands of young DREAMers are able to fully contribute to our communities and our economy.pic.twitter.com/szjWDVYm9X,1527,6788,[],americans,0.6187846064567566,positive,0.9456753134727478
2016/08/15_08:31,Editorial boards around the country agree: Our judicial system is too important to be used as a political football. http://ofa.bo/2aUto4q,975,3171,[],americans,0.4769578576087951,neutral,0.6135518550872803
2016/08/13_10:44,In the weekly address President Obama discusses progress made in combating climate change—and what's left to do. http://ofa.bo/2bdVxaK,790,3693,"[['Obama', 'PERSON']]",climate change,0.8616361021995544,neutral,0.6700700521469116
2016/08/12_14:55,Let's be clear: Senate leaders are playing political games with the Supreme Court. #DoYourJobpic.twitter.com/EpPURJ3Dwa,3409,10199,"[['Senate', 'ORG'],['the Supreme Court', 'ORG']]",politics,0.9313801527023317,negative,0.5911805629730225
2016/08/12_11:39,Not long ago women could be charged more for health insurance—for being women. There's more to do: http://ofa.bo/2bbL4wx  #StandWithWomen,636,2511,[],health,0.8774198889732361,neutral,0.613412618637085
2016/08/11_14:58,Senate leaders continue to obstruct a full Supreme Court and it must stop—add your name if you agree: http://ofa.bo/2b9zJNr  #DoYourJob,897,2698,"[['Senate', 'ORG'],['Supreme Court', 'ORG']]",politics,0.5621647834777832,negative,0.7744247913360596
2016/08/11_13:33,Read what major news outlets are saying about the critical need for a fully functioning Supreme Court: http://ofa.bo/2aKonLZ,1010,3064,"[['Supreme Court', 'ORG']]",americans,0.5227352976799011,neutral,0.8372809290885925
2016/08/11_11:51,20 million more insured 15 million new jobs A global climate agreement Let's keep it going:http://ofa.bo/2b1PiW6,961,3829,[],climate change,0.7921042442321777,positive,0.7447152137756348
2016/08/10_13:26,Grab one of these for all your progressive organizing travels. http://ofa.bo/2b6Wr8X pic.twitter.com/UlT5Wszne5,370,2143,[],politics,0.5066744089126587,neutral,0.7304905652999878
2016/08/09_12:01,Senate leaders are hamstringing our Supreme Court. This obstruction is unprecedented—and unacceptable: http://ofa.bo/2b4cPXL  #DoYourJob,1077,3268,"[['Senate', 'ORG'],['Supreme Court', 'ORG']]",americans,0.4710588157176971,negative,0.8833704590797424
2016/08/08_12:41,Adding clean energy jobs is another way the U.S. is continuing to #ActOnClimate.pic.twitter.com/EbM6XUrDRW,943,3725,"[['U.S.', 'GPE']]",USA,0.5691488981246948,positive,0.6458142995834351
2016/08/08_11:13,Show your support for bold action to fight climate change. http://ofa.bo/2b1kV3k  #ActOnClimate,478,1744,[],climate change,0.9246124625205994,positive,0.6635633111000061
2016/08/08_09:40,Americans across the country agree that we need bold action in the fight against climate change. #ActOnClimatepic.twitter.com/znuajZ6CmE,1652,7157,"[['Americans', 'NORP']]",americans,0.601176381111145,neutral,0.5191830992698669
2016/08/08_08:16,These extreme records aren't a fluke—climate change is largely caused by human activity. http://ofa.bo/2azFXCj  #ActOnClimate,1730,3873,[],climate change,0.9521461129188538,neutral,0.5027003288269043
2016/08/06_12:17,Team USA reminds the world why America always sets the gold standard. —President Obamahttp://ofa.bo/2auHwRO,1724,7962,"[['Team USA', 'ORG'],['America', 'GPE']]",USA,0.5245435237884521,positive,0.7275018095970154
2016/08/05_14:12,President Obama reflects on his experience as a feminist—and his hopes to continue building toward gender equality.http://ofa.bo/2aB6Lrl,3892,13034,"[['Obama', 'PERSON']]",americans,0.6113329529762268,neutral,0.6360686421394348
2016/08/05_11:18,Today's jobs report underscores what we know to be true: America's economy is the strongest in the world.pic.twitter.com/iXJjuWeOB6,3095,11511,"[['America', 'GPE']]",USA,0.6954637169837952,positive,0.9411064386367798
2016/08/05_09:49,This is a good thing for American workers and businesses—but there's more work to do.pic.twitter.com/QGb6k0pwPr,1621,5657,"[['American', 'NORP']]",americans,0.5517343878746033,positive,0.845201849937439
2016/08/05_08:42,Our economy is continuing its comeback. Let's keep up the progress.pic.twitter.com/qUPGBzkqQ5,1587,6744,[],business,0.4181569218635559,positive,0.9151566028594972
2016/08/04_15:29,It’s President Obama’s last birthday in office—​d​on’t forget to sign ​the card. http://ofa.bo/2ayv2hY,1147,5661,"[['Obama', 'PERSON']]",politics,0.5933554172515869,positive,0.5153830051422119
2016/08/04_13:01,Keep that smile going strong. Wish President Obama a happy 55th birthday today: http://ofa.bo/2aycNcd pic.twitter.com/G2qXz14MS1,4723,17391,"[['Obama', 'PERSON']]",americans,0.4943670332431793,positive,0.9817219376564026
2016/08/04_09:22,The Clean Power Plan is one of the biggest steps forward in the fight to #ActOnClimate.pic.twitter.com/UBXPe98NUF,1397,6101,"[['The Clean Power Plan', 'LAW']]",climate change,0.908113420009613,positive,0.9236871600151062
2016/08/03_11:35,Today is the one-year anniversary of the Clean Power Plan—show your support in the fight to #ActOnClimate. http://ofa.bo/2av5KRJ,569,2193,"[['the Clean Power Plan', 'LAW']]",climate change,0.7880899310112,positive,0.7235621213912964
2016/08/03_10:11,The Clean Power Plan will cut carbon pollution from power plants by 32 percent by 2030. #ActOnClimatepic.twitter.com/UDp2Ti5ji1,1570,6122,"[['The Clean Power Plan', 'LAW'],['32 percent', 'PERCENT']]",climate change,0.7516002655029297,neutral,0.5748029947280884
2016/08/01_13:58,Judge Garland should get a fair hearing and an up-or-down vote from the Senate. Speak out. http://ofa.bo/2aDY78a  #DoYourJob,946,3098,"[['Garland', 'PERSON'],['Senate', 'ORG']]",americans,0.4735863506793976,neutral,0.6971371173858643
2016/07/30_10:36,Sign the card and wish President Obama a happy birthday. http://ofa.bo/2azUsdv pic.twitter.com/0dkapeIOjR,1511,7692,"[['Obama', 'PERSON']]",americans,0.4894470572471618,positive,0.936486005783081
2016/07/30_09:39,In the weekly address retired Federal Judge Timothy Lewis joins @VP Biden to discuss the #SCOTUS vacancy.http://ofa.bo/2akk9jJ,452,2132,"[['Timothy Lewis', 'PERSON'],['Biden', 'PERSON'],['SCOTUS', 'ORG']]",politics,0.6751785278320312,neutral,0.9042638540267944
2016/07/29_12:05,Add your name if you think the Supreme Court is no place for partisan political games: http://ofa.bo/2auVlDO  #DoYourJob,727,2826,"[['the Supreme Court', 'ORG']]",politics,0.5089197754859924,negative,0.5712037682533264
2016/07/28_13:41,Our children's health and prosperity is too important to ignore the consequences of climate change. Speak out now: http://ofa.bo/2afsLYI,872,2976,[],climate change,0.8388202786445618,neutral,0.4894607365131378
2016/07/28_12:41,Wildfire seasons are getting longer more dangerous and more expensive. We need to do more to #ActOnClimate.http://ofa.bo/2au2V07,1117,3152,[],climate change,0.8349617123603821,negative,0.8096568584442139
2016/07/28_08:31,It's time to offer serious solutions on how to build on #Obamacare's progress—not take it away.pic.twitter.com/rw69A5Jybh,1290,4821,"[['Obamacare', 'LAW']]",health,0.7998979091644287,neutral,0.5884866118431091
2016/07/27_10:24,Thanks to #Obamacare millions of Americans have gained the coverage they need. Say you're proud. http://ofa.bo/2aqDjBj,1107,4674,"[['#Obamacare', 'EVENT'],['Americans', 'NORP']]",health,0.6229129433631897,positive,0.921263575553894
2016/07/27_08:38,Six years later and Republican leaders still have no credible #Obamacare alternative.pic.twitter.com/Y6yMqo4bEe,5434,17205,"[['Republican', 'NORP']]",health,0.7950355410575867,negative,0.7426804900169373
2016/07/26_11:36,Let's be clear: #Obamacare is working and helping millions of Americans.pic.twitter.com/OVZqdsjkOn,2076,8010,"[['Obamacare', 'ORG']]",health,0.7974194288253784,positive,0.8313183188438416
2016/07/26_09:25,97 percent of climate scientists agree—climate change is real and man-made. Stand up for bold action: http://ofa.bo/2a8V4rM  #ActOnClimate,1140,3463,"[['97 percent', 'PERCENT']]",climate change,0.9192529916763306,positive,0.634436845779419
2016/07/26_08:13,It's easy to be cynical but there's no challenge we can't overcome. #ActOnClimatepic.twitter.com/OeUW6YqvLc,2775,9547,[],climate change,0.8285703063011169,neutral,0.4950028955936432
2016/07/25_13:33,Actively ignoring this epidemic is unacceptable. Congress has to act. #DisarmHatepic.twitter.com/n46r7RDnQI,4765,13792,"[['Congress', 'ORG']]",business,0.5129568576812744,negative,0.8448129296302795
2016/07/25_11:02,Add your name if you believe Senate leaders need to put aside partisan politics and fill the Supreme Court vacancy. http://ofa.bo/2a6q4IP,696,2731,"[['Senate', 'ORG'],['Supreme Court', 'ORG']]",politics,0.552784264087677,neutral,0.7876335382461548
2016/07/25_10:02,Restoring the Supreme Court to full strength must remain above Senate leaders' petty politics. #DoYourJobpic.twitter.com/H5EWm5gQug,3728,11115,"[['the Supreme Court', 'ORG'],['Senate', 'ORG']]",politics,0.6696743965148926,neutral,0.713146448135376
2016/07/25_08:55,The federal minimum wage hasn't been raised since 2009. $7.25 isn't enough to make ends meet—we need to #RaiseTheWage.,3437,9712,[],americans,0.4742056429386139,negative,0.7373270988464355
2016/07/23_10:54,Our economy is stronger today than it was before the crisis. —President Obamahttp://ofa.bo/2a8qop4,1509,6456,[],americans,0.5065353512763977,positive,0.8840414881706238
2016/07/22_09:41,Add your name if you believe Senate leaders need to put aside partisan politics and fill the Supreme Court vacancy: http://ofa.bo/2aek4uj,988,3435,"[['Senate', 'ORG'],['Supreme Court', 'ORG']]",politics,0.5828872323036194,neutral,0.7980176210403442
2016/07/22_08:23,A reminder for Senate leaders: Judge Garland has had strong bipartisan support in the past. #DoYourJobpic.twitter.com/dFjboU0TYX,3253,9201,"[['Senate', 'ORG'],['Garland', 'PERSON']]",business,0.4235071539878845,positive,0.5216900110244751
2016/07/21_12:13,Our economy is making real progress.pic.twitter.com/xBgqyYEoG0,2475,8695,[],business,0.4805740714073181,positive,0.9300715327262878
2016/07/21_08:59,America’s businesses have created more than 14 million new private-sector jobs over 76 straight months.pic.twitter.com/e4a5X2bv0j,4432,15388,"[['America', 'GPE']]",business,0.5611117482185364,positive,0.7760970592498779
2016/07/20_12:34,For three years in a row heat records have been broken across the globe. We have to #ActOnClimate now.http://ofa.bo/29VhPcv,1651,3923,"[['#ActOnClimate', 'WORK_OF_ART']]",climate change,0.9457017183303832,neutral,0.4892813861370086
2016/07/18_11:45,The majority of Americans believe Judge Garland should get a fair hearing—add your name if you agree. http://ofa.bo/vj3  #DoYourJob,1067,4054,"[['Americans', 'NORP'],['Garland', 'PERSON']]",americans,0.7601293921470642,positive,0.5915429592132568
2016/07/18_09:42,Read President Obama's op-ed in the @WSJ on the need for Senate leaders to fill the #SCOTUS vacancy: http://ofa.bo/jAPj  #DoYourJob,902,2516,"[['Obama', 'PERSON'],['@WSJ', 'ORG'],['Senate', 'ORG'],['SCOTUS', 'ORG']]",politics,0.5219666361808777,neutral,0.811051070690155
2016/07/15_11:58,Happening now: President Obama is delivering remarks at the Diplomatic Corps Reception.http://ofa.bo/jAPb ,562,2800,"[['Obama', 'PERSON'],['the Diplomatic Corps Reception.http://ofa.bo/jAPb', 'FAC'],                                                       ]",americans,0.4669597744941711,neutral,0.8780948519706726
2016/07/14_09:27,Check out @VP Biden on the Supreme Court vacancy and Senate Republicans’ continued obstruction. http://ofa.bo/iATs  #DoYourJob,575,2265,"[['Biden', 'PERSON'],['Supreme Court', 'ORG'],['Senate', 'ORG'],['Republicans', 'NORP']]",politics,0.6861528754234314,neutral,0.5893700122833252
2016/07/12_11:47,President Obama is delivering remarks at an interfaith memorial service for the fallen police officers in Dallas. http://ofa.bo/c6Bk,803,3319,"[['Obama', 'PERSON'],['Dallas', 'GPE']]",americans,0.4771461486816406,neutral,0.8672780990600586
2016/07/04_09:01,Happy Fourth of July.pic.twitter.com/AQHiti7Yye,5444,23001,[],americans,0.5791519284248352,positive,0.973487138748169
2016/07/03_12:19,Just imagine the peace and justice that would be possible in our world if we all lived a little more like Elie Wiesel. —President Obama,5971,20698,"[['Elie Wiesel', 'PERSON'],['Obama', 'PERSON']]",americans,0.5047336220741272,positive,0.566661536693573
2016/07/02_08:05,Watch President Obama share a #FourthOfJuly message in the weekly address.http://ofa.bo/gALg ,681,2721,"[['Obama', 'PERSON'],['#FourthOfJuly message', 'EVENT']]",americans,0.5798146724700928,neutral,0.8595719337463379
2016/07/01_14:54,Millions of Americans believe the Senate should hold a fair hearing for Judge Garland. Are you one of them? http://ofa.bo/hATh ,1356,4483,"[['Americans', 'NORP'],['Senate', 'ORG'],['Garland', 'PERSON']]",americans,0.7124859094619751,neutral,0.6418197154998779
2016/07/01_12:17,Chicago raising its minimum wage is another reminder: Congress needs to keep up and #RaiseTheWage for hard-working Americans nationwide.,1384,5722,"[['Chicago', 'GPE'],['Congress', 'ORG'],['Americans', 'NORP']]",americans,0.944959819316864,neutral,0.5926777720451355
2016/07/01_12:12,Congrats to Chicago and all those who fought to #RaiseTheWage. Boosting paychecks for hard-working Americans is the right thing to do.,1135,6365,"[['Chicago', 'GPE'],['Americans', 'NORP']]",americans,0.8698424100875854,positive,0.9582989811897278
2016/07/01_08:55,Since #Obamacare passed health care spending has been slowing—and the uninsured rate is down to an all-time low.http://ofa.bo/xbU ,1171,3391,"[['#Obamacare passed', 'EVENT']]",health,0.8334002494812012,neutral,0.4958089292049408
2016/06/30_14:54,Stretch it out and get ready—the fundraising deadline is tonight. http://ofa.bo/gAL8 pic.twitter.com/rwNuTtdgKA,1057,5766,[],business,0.4500769078731537,neutral,0.8542718887329102
2016/06/30_12:29,An overwhelming majority of Americans agree—Congress needs to act. #DisarmHatepic.twitter.com/JuVv8MrEaO,2546,9238,"[['Americans', 'NORP'],['Congress', 'ORG']]",americans,0.7948081493377686,neutral,0.5900922417640686
2016/06/29_15:30,Add your name if you agree: Climate change is real and it's going to take global action to tackle it. http://ofa.bo/uav  #ActOnClimate,849,2970,[],climate change,0.8349647521972656,neutral,0.6403926014900208
2016/06/29_14:17,A new historic goal in the fight to #ActOnClimate.pic.twitter.com/sAu2fHdxAb,1364,5347,[],climate change,0.8972147107124329,neutral,0.5406368374824524
2016/06/28_09:35,Congratulations to D.C. and thanks to Mayor Bowser and the D.C. Council for fighting to #RaiseTheWage.https://twitter.com/MayorBowser/status/747570324598824960 …,565,2153,"[['D.C.', 'GPE'],['Bowser', 'PERSON'],['the D.C. Council', 'ORG'],['#RaiseTheWage.https://twitter.com/MayorBowser/status/747570324598824960',        'WORK_OF_ART'],                                              ]",politics,0.5873425602912903,positive,0.9634589552879332
2016/06/28_08:35,She outworked her rivals ... and became a role model to millions of Americans—including our two daughters. —President Obama on Pat Summitt,3090,9991,"[['Americans', 'NORP'],['Obama', 'PERSON'],['Pat Summitt', 'PERSON']]",americans,0.6985889077186584,positive,0.7073624134063721
2016/06/27_09:58,The Supreme Court just struck down Texas' overly restrictive abortion laws—a win for women's reproductive rights.http://ofa.bo/d65w,1498,4488,"[['The Supreme Court', 'ORG'],['Texas', 'GPE']]",americans,0.5071735978126526,neutral,0.5105491876602173
2016/06/26_16:25,We must keep working toward an America free from discrimination against LGBT individuals. #LoveIsLovepic.twitter.com/YxdiL21fIl,2342,7631,"[['America', 'GPE']]",americans,0.4941385984420776,positive,0.5845043659210205
2016/06/26_15:13,President Obama designates the first national monument honoring the LGBT rights movement. http://ofa.bo/hAS6  #LoveIsLove,1145,3869,"[['Obama', 'PERSON']]",americans,0.576280415058136,positive,0.6861607432365417
2016/06/26_14:07,Wear your love with pride. http://ofa.bo/fAKI  #LoveIsLovepic.twitter.com/efRPdSb0dk,785,3605,[],USA,0.48284712433815,positive,0.8382588624954224
2016/06/26_07:00,Stand in solidarity with LGBT Americans—add your name. http://ofa.bo/ycK  #LoveIsLove,601,2355,"[['Americans', 'NORP']]",americans,0.7792619466781616,neutral,0.5339221358299255
2016/06/25_14:20,We've made enormous progress toward full equality for LGBT Americans. Let's keep it going. #LoveIsLovepic.twitter.com/x4mTOKQSiP,5299,16705,"[['Americans', 'NORP']]",americans,0.7410417795181274,positive,0.9390827417373656
2016/06/25_12:14,In the weekly address President Obama discusses the Stonewall Inn's significance and the ongoing push for progress:http://ofa.bo/e64s,537,2243,"[['Obama', 'PERSON'],[""the Stonewall Inn's"", 'FAC']]",americans,0.490037739276886,neutral,0.816314697265625
2016/06/24_16:15,Take a look: @VP Biden discusses what 4-4 decisions—like yesterday's on immigration—mean for our country.https://amp.twimg.com/v/2fa50a48-ce91-4811-8f56-5dd3b78bc8a1 …,1322,3193,"[['Biden', 'PERSON']]",politics,0.4779115617275238,neutral,0.8443825840950012
2016/06/24_14:12,From gun violence prevention to LGBT rights this grassroots movement is fighting for progress. Show your support:http://ofa.bo/iAKz ,770,2855,[],americans,0.5539444088935852,positive,0.7191474437713623
2016/06/24_11:35,A few words used by leading legal minds to describe Judge Garland: Phenomenal Exceptionally bright Fair-mindedpic.twitter.com/BqmzlabZlZ,1775,5280,"[['Garland', 'PERSON']]",americans,0.5015479326248169,positive,0.5700182914733887
2016/06/23_14:02,Congress: Listen to the millions of voices demanding a vote on efforts to reduce gun violence. #DisarmHatepic.twitter.com/X2uYxbJSs0,4788,13750,"[['Congress', 'ORG']]",americans,0.4804825484752655,neutral,0.5497926473617554
2016/06/22_18:30,We need more than moments of silence. We need action. And that's what's going on in the House now: http://ofa.bo/yc8  #NoBillNoBreak,6546,17167,"[['House', 'ORG']]",business,0.4061442911624908,neutral,0.700718879699707
2016/06/22_08:16,If you're one of the millions of Americans who believes Judge Garland should get a fair hearing add your voice: http://ofa.bo/xa6,1232,3553,"[['Americans', 'NORP'],['Garland', 'PERSON']]",americans,0.6653045415878296,neutral,0.7590745091438293
2016/06/21_15:02,Judge Merrick Garland just received the American Bar Association's highest rating:http://ofa.bo/c64P,1215,3713,"[['Merrick Garland', 'PERSON'],[""the American Bar Association's"", 'ORG']]",americans,0.6255248188972473,positive,0.8704761266708374
2016/06/21_13:52,Say you support decisive action to tackle climate change. http://ofa.bo/vb1  #ActOnClimate,477,1685,[],climate change,0.85706627368927,neutral,0.6775467991828918
2016/06/21_10:45,There's something sacred about this place. —President Obama on Yosemite National Parkhttp://www.snappytv.com/tc/2198687,1400,5383,"[['Obama', 'PERSON'],['Yosemite National Parkhttp://www.snappytv.com/tc/2198687', 'FAC'],                                                              ]",americans,0.5605695247650146,positive,0.7502784132957458
2016/06/20_09:09,Take a look at President Obama's interview with @NatGeo on national parks climate change and more.http://ofa.bo/vam ,724,2593,"[['Obama', 'PERSON'],['@NatGeo', 'ORG']]",climate change,0.6024516224861145,neutral,0.8038247227668762
2016/06/19_10:59,To me fatherhood means being there. —President Obamahttp://ofa.bo/e63s,1916,6539,[],americans,0.4883645474910736,neutral,0.7448956370353699
2016/06/19_09:49,Happy Father's Day to all the dads out there.pic.twitter.com/okqSRnQk6n,11325,43474,[],americans,0.5332898497581482,positive,0.9793685674667358
2016/06/18_08:31,President Obama has taken unprecedented steps to protect our land and water for future generations.pic.twitter.com/D5PNr4itC5,5016,20529,"[['Obama', 'PERSON']]",americans,0.5656299591064453,positive,0.7781935930252075
2016/06/13_09:52,#OrlandoUnitedpic.twitter.com/ixCxMZzGH2,7511,16708,[],americans,0.4773377776145935,neutral,0.8977025151252747
2016/06/10_13:56,Minds open. Hearts change. America shifts. —President Obama #Pride2016http://www.snappytv.com/tc/2118901,17732,33944,"[['America', 'GPE'],['Obama', 'PERSON']]",americans,0.5489441752433777,positive,0.5322443842887878
2016/06/10_12:53,Today #LoveIsLove in all 50 states. But millions of Americans are still fighting to end discrimination—join them: http://ofa.bo/uZC,5559,11663,"[['Americans', 'NORP']]",americans,0.7021272778511047,positive,0.639224648475647
2016/06/09_17:43,Watch President Obama Slow Jam the News on @FallonTonight at 11:35 p.m. ET. #POTUSonFallonpic.twitter.com/RuwpGwbTSA,1602,7940,"[['Obama', 'PERSON'],['@FallonTonight', 'WORK_OF_ART']]",politics,0.4925240278244018,neutral,0.8454969525337219
2016/06/07_14:57,Senate leaders' refusal to give Judge Garland a fair hearing is pure politics. #DoYourJobpic.twitter.com/8rzLIBigzM,3826,10553,"[['Senate', 'ORG'],['Garland', 'PERSON']]",politics,0.9764683842658995,negative,0.7084103226661682
2016/06/07_11:33,"Senate leaders' politicization of the Supreme Court is ""unconscionable."" http://ofa.bo/xYB  #DoYourJob",670,2090,"[['Senate', 'ORG'],['the Supreme Court', 'ORG']]",politics,0.9045082330703736,negative,0.7813085317611694
2016/06/07_09:58,Love looks good on you. Wear it with pride: http://ofa.bo/fAHy  #LoveIsLovepic.twitter.com/g5WjqYQvHq,583,2340,[],USA,0.4645380675792694,positive,0.960128366947174
2016/06/06_14:46,Unemployment rate Federal deficit Uninsured rate pic.twitter.com/SGZTb0ZBf3,2624,8065,[],americans,0.5054684281349182,neutral,0.6856780648231506
2016/06/06_10:00,Former Energy Secretary @GovRichardson: Why the #TPP will make a difference in fighting climate change.http://ofa.bo/d62l,399,1769,"[['Energy', 'ORG'],['@GovRichardson', 'PERSON'],['TPP', 'LAW']]",climate change,0.8380964398384094,neutral,0.6185635924339294
2016/06/03_13:45,The Supreme Court shouldn't be part of partisan political games. Add your name if you agree: http://ofa.bo/jAE0,775,2458,"[['The Supreme Court', 'ORG']]",politics,0.5641275644302368,neutral,0.5212474465370178
2016/06/02_16:30,Watch: This is why people across the country have decided to #WearOrange today.https://amp.twimg.com/v/43b27caf-3516-43d6-9a0e-93c956048e13 …,1621,3685,[],americans,0.6983931064605713,neutral,0.5946280360221863
2016/06/02_15:31,Gun violence takes too many lives in our country. Congress must do something about it—add your name if you agree: http://ofa.bo/wZa ,1455,3699,"[['Congress', 'ORG']]",americans,0.5593720078468323,negative,0.6834864616394043
2016/06/02_14:24,This National Gun Violence Awareness Day keep the pressure on Congress to act. #WearOrangepic.twitter.com/VplJtSGMaU,2791,6615,"[['Congress', 'ORG']]",americans,0.5510385632514954,neutral,0.7471629977226257
2016/06/02_09:53,Gun violence takes far too many lives in America. Congress needs to act. #WearOrangepic.twitter.com/TYqb1fklcu,3313,8053,"[['America', 'GPE'],['Congress', 'ORG']]",americans,0.5278870463371277,negative,0.8357600569725037
2016/06/01_16:47,LAST CHANCE: Keep calm and enter before the midnight deadline. http://ofa.bo/a65f pic.twitter.com/RJxiN938k8,377,1380,[],business,0.5372368693351746,neutral,0.8039454221725464
2016/06/01_15:04,Speak out against gun violence— #WearOrange tomorrow. https://amp.twimg.com/v/43b27caf-3516-43d6-9a0e-93c956048e13 …,3346,4878,[],americans,0.4709915816783905,neutral,0.6528052687644958
2016/06/01_12:31,LIVE: President Obama is speaking in Elkhart Indiana highlighting America's economic progress. http://ofa.bo/iAGR ,381,1177,"[['Obama', 'PERSON'],['Elkhart', 'GPE'],['Indiana', 'GPE'],['America', 'GPE']]",USA,0.6144284605979919,neutral,0.5393357276916504
2016/06/01_09:37,Make the choice to do some good in the world. Watch Judge Garland speak to high school seniors at his alma mater:http://ofa.bo/iAGP ,676,2025,"[['Garland', 'PERSON']]",americans,0.575673520565033,positive,0.6194090843200684
