Date,Tweet-text,Retweets,Likes,entities,topic,confidence,sentiment,sentiment_confidence
2016/10/06_11:35,ICYMI: Read about the historic #ParisAgreement and what it means for the fight to #ActOnClimate.http://ofa.bo/2dyb5WA,752,2688,['#ParisAgreement' 'LAW'],climate change,0.8741030097007751,neutral,0.8116750717163086
2016/10/05_14:30,This historic step in the fight to #ActOnClimate came faster than anyone predicted.pic.twitter.com/W2rtcNXkI7,1314,5413,,climate change,0.9487174153327942,positive,0.8910635113716125
2016/10/05_13:44,Today is a historic day in the fight to protect our planet for future generations.  #ActOnClimatehttp://www.snappytv.com/tc/2949825,1726,6008,,climate change,0.7182325720787048,positive,0.8606497645378113
2016/10/05_12:30,LIVE: President Obama is delivering a statement on the Paris Climate Agreement. http://ofa.bo/2dFlmSh,481,1876,"['Obama' 'PERSON'],['the Paris Climate Agreement' 'LAW']",climate change,0.7099192142486572,neutral,0.8231951594352722
2016/10/05_08:50,Read from @NYTopinion about why filling the Supreme Court vacancy is crucial for our democracy: http://ofa.bo/2dEKeJE  #DoYourJob,750,2391,"['@NYTopinion' 'ORG'],['Supreme Court' 'ORG']",politics,0.6865566372871399,neutral,0.7492053508758545
2016/10/04_13:30,Enough is enough. Say it's time for Senate leaders to get to work: http://ofa.bo/2dtojUl  #DoYourJob,671,2632,['Senate' 'ORG'],business,0.5673269629478455,neutral,0.5949206948280334
2016/10/04_11:28,Everybody cares about their kids their grandkids and the kind of world we pass on to them. http://www.snappytv.com/tc/2936623,1965,6891,,family,0.918555736541748,neutral,0.5859392881393433
2016/09/30_13:11,After thirty years in Congress Senator this should not be your proudest accomplishment. http://ofa.bo/2dBY0hA  #DoYourJobpic.twitter.com/TIL8ISwdKd,2032,5162,['Congress' 'ORG'],politics,0.5072609782218933,negative,0.628301203250885
2016/09/30_08:57,There has never been a more qualified nominee Senate leaders. He deserves a fair hearing and a vote. #DoYourJobpic.twitter.com/qtzcY3iwyl,3085,9585,['Senate' 'ORG'],business,0.4042791426181793,positive,0.576947808265686
2016/09/29_14:55,It's the Senate's job to fairly consider Supreme Court nominees. Their refusal to do so is unacceptable: http://ofa.bo/2cZAI0q  #DoYourJob,1056,3526,"['Senate' 'ORG'],['Supreme Court' 'ORG']",business,0.4503284692764282,negative,0.6820403933525085
2016/09/29_12:41,Everybody gets sick. Check out what President Obama is doing to extend access to paid sick leave: http://ofa.bo/2cEHvAx  #LeadOnLeave,655,2788,['Obama' 'PERSON'],health,0.7052147388458252,neutral,0.5931547284126282
2016/09/29_09:33,Never underestimate the strength and resilience of the American economy.pic.twitter.com/OFTN2FlRtq,1326,5385,['American' 'NORP'],USA,0.8935225009918213,positive,0.6372376680374146
2016/09/28_08:16,This is no accident—we're making a comeback because together we've fought hard to support American families.pic.twitter.com/LTk7SiTexP,3042,10668,['American' 'NORP'],family,0.7237457633018494,positive,0.8539278507232666
2016/09/27_09:57,As long as Senate leaders keep refusing to do their jobs @OFA supporters will continue speaking out against their obstruction. #DoYourJobpic.twitter.com/xrz67jh1HV,2786,8228,"['Senate' 'ORG'],['@OFA' 'ORG']",business,0.4471731185913086,negative,0.6393497586250305
2016/09/27_08:28,Senate leaders have blocked Judge Garland's hearing for over six months now. Keep pushing: http://ofa.bo/2d6yD5J  #DoYourJob,835,2689,"['Senate' 'ORG'],['Garland' 'PERSON']",politics,0.5633682012557983,negative,0.5644831657409668
2016/09/26_11:59,These are high praises from the American Bar Association—and yet Senate leaders refuse to even consider Judge Garland. #MerricksMeritspic.twitter.com/tXakoNmYFu,2301,7157,"['the American Bar Association' 'ORG'],['Senate' 'ORG'],['Garland' 'PERSON']",politics,0.7131021022796631,negative,0.5889869928359985
2016/09/23_14:12,Senate leaders have blocked Judge Garland's hearing for over six months now. Keep pushing: http://ofa.bo/2cJwSYX  #DoYourJob,778,2396,"['Senate' 'ORG'],['Garland' 'PERSON']",politics,0.5386308431625366,negative,0.5710318088531494
2016/09/23_12:03,Watch President Obama and @CEAChair Jason Furman discuss the positive gains the American economy has made.http://ofa.bo/2ctwCBa,463,1662,"['Obama' 'PERSON'],['@CEAChair' 'ORG'],['Jason Furman' 'PERSON'],['American' 'NORP']",USA,0.41710934042930603,positive,0.6069294214248657
2016/09/23_08:57,Another record broken: 16 months in a row of undeniable record-breaking heat. http://ofa.bo/2dabz7s  #ActOnClimate,1386,2629,,climate change,0.7934749722480774,neutral,0.564225971698761
2016/09/22_14:21,We can't sit idly by. Climate change is likely to threaten our national security—we must act now. http://ofa.bo/2crGwUg  #ActOnClimatepic.twitter.com/CCFZdEYc8T,1511,4926,,climate change,0.9291062355041504,negative,0.6962029933929443
2016/09/22_10:34,Senate leaders' blind obstruction of Judge Garland's nomination sets a dangerous precedent. We can't stand idly by. http://ofa.bo/2d4dlEi,766,2414,"['Senate' 'ORG'],['Garland' 'PERSON']",business,0.4275169372558594,negative,0.7111544609069824
2016/09/22_08:58,Enough of the shameless partisanship Senators. #DoYourJob and fill the Supreme Court vacancy.pic.twitter.com/vIQY0bivo4,2255,6373,['Supreme Court' 'ORG'],politics,0.7348212599754333,negative,0.5964755415916443
2016/09/21_10:53,The American Bar Association gave Judge Garland its highest possible rating. He deserves a hearing and a vote. #MerricksMeritspic.twitter.com/ItMNKx4RJx,3075,9119,"['The American Bar Association' 'ORG'],['Garland' 'PERSON']",USA,0.42804765701293945,positive,0.7526435852050781
2016/09/21_07:57,Communities are already experiencing the effects of climate change—we can't afford not to act. Take a look: http://ofa.bo/2d1OQbb pic.twitter.com/3BFbRDUXBv,1752,5446,,climate change,0.8950557708740234,neutral,0.4994840621948242
2016/09/20_12:31,As the #UNGA meets take a look at the progress we've made thanks to American leadership in the world.http://ofa.bo/2cX9zhF,851,3599,"['UNGA' 'ORG'],['American' 'NORP']",USA,0.8968098759651184,positive,0.5301706790924072
2016/09/16_14:23,Senate leaders are putting politics above their basic responsibility to hold a hearing for Judge Garland. #DoYourJobpic.twitter.com/N7vH2ncwmb,3423,7958,"['Senate' 'ORG'],['Garland' 'PERSON']",politics,0.9175402522087097,neutral,0.5213920474052429
2016/09/16_12:55,Six months is long enough senators. It's time to #DoYourJob and give Judge Garland a hearing. http://ofa.bo/2csXei1,954,3061,['Garland' 'PERSON'],business,0.5746843814849854,neutral,0.6353186964988708
2016/09/15_11:51,There is no 'election year' exception in Article II. Sen. Leahy calls on senators to give Judge Garland a hearing:http://ofa.bo/2cb8DBX,1295,3972,"['Article II' 'LAW'],['Leahy' 'PERSON'],['Garland' 'PERSON']",politics,0.576097309589386,neutral,0.7737681865692139
2016/09/15_09:39,President Obama just made history by protecting nearly 5000 square miles off the New England coast. http://ofa.bo/2caUhRY  #OurOcean,2426,6699,"['Obama' 'PERSON'],['nearly 5000 square miles' 'QUANTITY'],['New England' 'LOC']",USA,0.5036727786064148,positive,0.6042237281799316
2016/09/15_08:15,LIVE: President Obama is speaking at the 2016 Our Ocean Conference. http://ofa.bo/2cQJ3DM  #OurOcean,418,1718,"['Obama' 'PERSON'],['Our Ocean Conference' 'EVENT']",USA,0.43165093660354614,neutral,0.8321913480758667
2016/09/14_13:45,We need nine justices for a fully functioning Supreme Court—and editorial boards across the country agree. http://ofa.bo/2c9hILF,1475,4649,['Supreme Court' 'ORG'],USA,0.44626760482788086,neutral,0.7036297917366028
2016/09/14_10:50,We can't let Senate leaders ignore their constitutional responsibilities. http://ofa.bo/2cIlvVN  #DoYourJobpic.twitter.com/IwO7CAoVm2,1482,4085,['Senate' 'ORG'],business,0.4635471701622009,negative,0.5319633483886719
2016/09/14_08:24,The U.S. is on track to hit two million solar installations within the next two years. Momentum is building:http://ofa.bo/2caExn4,1704,5734,['U.S.' 'GPE'],USA,0.8357090950012207,neutral,0.5068715810775757
2016/09/13_14:14,Time is almost up for Senate leaders to do the right thing and fill the #SCOTUS vacancy. http://ofa.bo/2cpD3Ct  #DoYourJob,611,2132,['Senate' 'ORG'],politics,0.5526362061500549,neutral,0.656207263469696
2016/09/12_11:55,"Vice President Biden speaks on the ""dangerous precedent"" Senate leaders are setting by refusing to do their jobs.http://ofa.bo/2cjizdw",1572,4783,"['Biden' 'PERSON'],['Senate' 'ORG']",politics,0.6188305616378784,negative,0.5598562359809875
2016/09/12_10:36,These are records we can't keep breaking. We must work together to #ActOnClimate.pic.twitter.com/sTxNR10sjK,2962,6133,,climate change,0.8452782034873962,neutral,0.561867892742157
2016/09/12_08:09,Meaningful action on climate change can't wait. President Obama explains why in this @nytimes interview.http://ofa.bo/2cH9trK,1269,4033,"['Obama' 'PERSON'],['@nytimes' 'ORG']",climate change,0.937349796295166,positive,0.5349529981613159
2016/09/09_14:05,We need to keep up efforts to fight climate change at every level—locally nationally globally. #ActOnClimatepic.twitter.com/L10qdkgPDg,3467,10061,,climate change,0.9309783577919006,neutral,0.6167276501655579
2016/09/09_10:47,There's no need to overcomplicate the process. #DoYourJobpic.twitter.com/QgaNgKNBzJ,1295,3543,,business,0.5630837678909302,neutral,0.6513732075691223
2016/09/09_08:08,We must take bold steps now—climate change is already impacting millions of people. http://ofa.bo/2czxiBK  #ActOnClimate,1308,3817,,climate change,0.940463662147522,neutral,0.5997397303581238
2016/09/08_12:39,Congress is back and they have important work to do before their next recess. Make sure you say where you stand: http://ofa.bo/2co9UcY,914,3308,['Congress' 'ORG'],business,0.8417035341262817,neutral,0.7310068607330322
2016/09/07_14:47,Rising sea levels are already flooding homes and roads along America's coasts. The time to #ActOnClimate is now.http://ofa.bo/2bUKt3i,1759,4334,"['America' 'GPE'],['#ActOnClimate is' 'WORK_OF_ART']",climate change,0.7390135526657104,negative,0.48498454689979553
2016/09/07_13:00,Fewer Americans are uninsured than ever before thanks to #Obamacare.http://ofa.bo/2cilNlT,812,2915,['Americans' 'NORP'],health,0.6509933471679688,neutral,0.5381342172622681
2016/09/07_10:48,Congress is back from recess. Help put the pressure on Senate leaders to give Judge Garland a hearing: http://ofa.bo/2ckGIU7  #DoYourJob,807,2670,"['Congress' 'ORG'],['Senate' 'ORG'],['Garland' 'PERSON']",business,0.3986879885196686,neutral,0.8186259865760803
2016/09/06_14:57,Senate leaders have 32 days before their next recess to give Judge Garland a hearing and a vote. Call them out now: http://ofa.bo/2chZqvI,1025,3099,"['Senate' 'ORG'],['Garland' 'PERSON']",politics,0.5088878273963928,neutral,0.8299776911735535
2016/09/06_13:19,The Paris Climate Agreement is a big deal in the fight against climate change—and now a big step closer to reality.http://ofa.bo/2c20UYS,1162,3706,['The Paris Climate Agreement' 'LAW'],climate change,0.8578040599822998,positive,0.7394413948059082
2016/09/06_11:57,The United States is leading the way in the fight to #ActOnClimate.pic.twitter.com/vkUMjg6XKc,587,2375,['The United States' 'GPE'],USA,0.7577210068702698,positive,0.6352908611297607
2016/09/06_09:58,Conservation not only protects diverse lands and species it's also an important part of battling climate change.http://ofa.bo/2c1ui1v,1184,4064,,climate change,0.7656559348106384,positive,0.49180564284324646
2016/09/06_08:03,When we protect our lands it helps us protect the climate for the future.  #ActOnClimatehttp://www.snappytv.com/tc/2710336,1244,4510,,climate change,0.7085984349250793,positive,0.580357015132904
2016/09/05_09:03,President Obama has a message for America's workers today—check it out: http://ofa.bo/2c9zC6j  #LaborDaypic.twitter.com/qzbHAfRXNs,866,3737,"['Obama' 'PERSON'],['America' 'GPE']",USA,0.603971540927887,neutral,0.760905385017395
2016/09/03_10:01,In the weekly address President Obama commemorates the labor movement that helped build this country.http://ofa.bo/2bY9ruQ,1095,4673,['Obama' 'PERSON'],USA,0.6417807936668396,positive,0.6901991963386536
2016/09/02_15:27,Recess is almost over and editorial boards across the country are calling for Senate leaders to do their jobs.pic.twitter.com/Pr78WaT0V2,2465,7684,['Senate' 'ORG'],politics,0.4984116852283478,neutral,0.7421860694885254
2016/09/02_11:28,Unemployment: Deficits: Uninsured rate: Jobs: +15.1 millionpic.twitter.com/mWcAgfM8zn,2597,8120,,finance,0.42293021082878113,neutral,0.573655366897583
2016/09/01_14:06,Senate leaders return from recess next week. They need to get to work on a vote for Judge Garland—say so. http://ofa.bo/2bUhngC  #DoYourJob,850,3044,"['Senate' 'ORG'],['Garland' 'PERSON']",business,0.7824550867080688,neutral,0.7932575941085815
2016/09/01_12:33,Recess is almost over and editorial boards across the country are calling for Senate leaders to do their jobs.pic.twitter.com/ScbkMVcovu,2647,8843,['Senate' 'ORG'],politics,0.48345544934272766,neutral,0.7390583157539368
2016/08/31_12:42,Senate leaders need to hear you expect a vote on Judge Garland when recess ends—say you'll let them know: http://ofa.bo/2bCovlE  #DoYourJob,770,2759,"['Senate' 'ORG'],['Garland' 'PERSON']",business,0.7152643203735352,neutral,0.8159956336021423
2016/08/31_09:24,The American people need their legislators to be dedicated to solutions not obstruction. #DoYourJobpic.twitter.com/mrTXe8sti6,3006,7469,['American' 'NORP'],USA,0.48073112964630127,neutral,0.6185653209686279
2016/08/30_15:17,Senate leaders have a job to do—join the thousands reminding them when they reconvene next week. http://ofa.bo/2bA3t72  #DoYourJob,736,2605,['Senate' 'ORG'],business,0.6517009139060974,neutral,0.7169520258903503
2016/08/30_13:03,Summer's almost over Senate leaders. #DoYourJobpic.twitter.com/JOEchACJ6i,2147,5929,['Senate' 'ORG'],business,0.5704679489135742,neutral,0.6508579254150391
2016/08/29_14:15,Senate leaders must put country before party politics. Read why it's time to give Judge Garland a vote. http://ofa.bo/2bMWVm0,1032,3675,"['Senate' 'ORG'],['Garland' 'PERSON']",politics,0.6150686740875244,neutral,0.7373998761177063
2016/08/29_12:10,It's not too late for Senate leaders to give Judge Garland a fair hearing and up-or-down vote. Say you agree. http://ofa.bo/2bx2xjL,1352,4729,"['Senate' 'ORG'],['Garland' 'PERSON']",politics,0.4748961329460144,neutral,0.674949049949646
2016/08/26_11:45,Say you'll continue the fight to make gender equality a reality in America: http://ofa.bo/2cfsWE1  #WomensEqualityDay,711,2348,['America' 'GPE'],USA,0.8790035843849182,neutral,0.6944944262504578
2016/08/25_15:13,These are our American cathedrals and they belong to you. —Jonathan B. Jarvis director of the @NatlParkServicehttp://ofa.bo/2bJTZFC,1434,5148,"['American' 'NORP'],['Jonathan B. Jarvis' 'PERSON']",USA,0.8206952810287476,neutral,0.7793939709663391
2016/08/24_13:32,This is nothing more than shameless partisanship. The Supreme Court should be held in higher regard. #DoYourJobpic.twitter.com/I0TN3csv0O,3963,9913,['The Supreme Court' 'ORG'],politics,0.9256740808486938,negative,0.6276367902755737
2016/08/24_08:17,America's leadership in the fight against climate change pays off in more ways than one. #ActOnClimatepic.twitter.com/tGK9Uu5l0C,1525,6078,['America' 'GPE'],USA,0.8443595767021179,positive,0.6308385133743286
2016/08/22_10:45,Read why the Supreme Court needs nine justices not shameless partisanship. http://ofa.bo/2bAC2ZS,847,2849,['the Supreme Court' 'ORG'],politics,0.7087785601615906,neutral,0.5990618467330933
2016/08/20_09:04,In the weekly address President Obama commemorates the 100th anniversary of the @NatlParkService. http://ofa.bo/2bEPI3X,772,3902,['Obama' 'PERSON'],USA,0.5237628817558289,neutral,0.5540513396263123
2016/08/19_10:14,Our children's health and prosperity is too important to ignore the consequences of climate change. Speak out now: http://ofa.bo/2bsKGtH,780,2768,,climate change,0.8522987365722656,neutral,0.48056885600090027
2016/08/19_08:17,Climate change is not too big of a challenge to solve. We're making good headway. #ActOnClimatepic.twitter.com/s2yzyDqvNR,2004,8332,,climate change,0.9620927572250366,positive,0.896787703037262
2016/08/18_14:59,“Each month just gives another data point that makes the evidence stronger that we’re changing the climate.”http://ofa.bo/2bqW74M,2960,5904,,climate change,0.9601085186004639,positive,0.7237464189529419
2016/08/18_13:57,Fifteen months in a row of record-breaking heat is a signal that can't be denied: We need to #ActOnClimate.pic.twitter.com/pXnbiNYFP9,5051,10729,,climate change,0.903727650642395,positive,0.5266188979148865
2016/08/17_08:39,Doing nothing won't stop our country's gun violence epidemic. Congress must act to #DisarmHate.pic.twitter.com/0kbF22nnm4,4300,14990,['Congress' 'ORG'],business,0.39176857471466064,negative,0.7347009778022766
2016/08/16_11:48,We’re taking important steps to help guarantee the basic security of paid family leave. http://ofa.bo/2bbSEpH  #LeadOnLeave,563,2272,,family,0.8137540817260742,positive,0.7435162663459778
2016/08/16_07:52,Reminder: It's the Senate's job to fairly consider Supreme Court nominees. #DoYourJobpic.twitter.com/xrkYcRsLNw,2810,9430,"['Senate' 'ORG'],['Supreme Court' 'ORG']",business,0.5475083589553833,neutral,0.769709050655365
2016/08/15_10:07,It’s not too late. Senate leaders can still make this right and give Judge Garland an up-or-down vote.pic.twitter.com/ysc4UvluR0,2732,8709,"['Senate' 'ORG'],['Garland' 'PERSON']",politics,0.51472407579422,neutral,0.6133962869644165
2016/08/15_08:31,Editorial boards around the country agree: Our judicial system is too important to be used as a political football. http://ofa.bo/2aUto4q,975,3171,,politics,0.6055288314819336,neutral,0.6135518550872803
2016/08/13_11:56,There's no doubt that America has become a global leader in the fight against climate change. http://ofa.bo/2bdVxaK,1162,5648,['America' 'GPE'],USA,0.7320011258125305,positive,0.8213053345680237
2016/08/13_10:44,In the weekly address President Obama discusses progress made in combating climate change—and what's left to do. http://ofa.bo/2bdVxaK,790,3693,['Obama' 'PERSON'],climate change,0.9138094186782837,neutral,0.727038562297821
2016/08/12_14:55,Let's be clear: Senate leaders are playing political games with the Supreme Court. #DoYourJobpic.twitter.com/EpPURJ3Dwa,3409,10199,"['Senate' 'ORG'],['the Supreme Court' 'ORG']",politics,0.9470374584197998,negative,0.5237390995025635
2016/08/12_11:39,Not long ago women could be charged more for health insurance—for being women. There's more to do: http://ofa.bo/2bbL4wx  #StandWithWomen,636,2511,,health,0.8892868161201477,neutral,0.613412618637085
2016/08/11_14:58,Senate leaders continue to obstruct a full Supreme Court and it must stop—add your name if you agree: http://ofa.bo/2b9zJNr  #DoYourJob,897,2698,"['Senate' 'ORG'],['Supreme Court' 'ORG']",politics,0.6818904876708984,negative,0.6508169174194336
2016/08/11_11:51,20 million more insured 15 million new jobs A global climate agreement Let's keep it going:http://ofa.bo/2b1PiW6,961,3829,,climate change,0.7752302289009094,positive,0.7447152137756348
2016/08/10_13:26,Grab one of these for all your progressive organizing travels. http://ofa.bo/2b6Wr8X pic.twitter.com/UlT5Wszne5,370,2143,,politics,0.5608757734298706,neutral,0.7304905652999878
2016/08/09_13:54,Judge Garland has now waited 146 days. That's shameful—and irresponsible. #DoYourJobpic.twitter.com/JaP7YUQyOV,5374,11888,['Garland' 'PERSON'],business,0.43791663646698,negative,0.88456130027771
2016/08/09_12:01,Senate leaders are hamstringing our Supreme Court. This obstruction is unprecedented—and unacceptable: http://ofa.bo/2b4cPXL  #DoYourJob,1077,3268,"['Senate' 'ORG'],['Supreme Court' 'ORG']",USA,0.4844338595867157,negative,0.7926087975502014
2016/08/09_09:59,Editorial boards from across the country have called on Senate leaders to fill the Supreme Court vacancy. http://ofa.bo/2axXIq3,1094,3600,"['Senate' 'ORG'],['Supreme Court' 'ORG']",politics,0.551452100276947,neutral,0.8635181188583374
2016/08/08_14:00,President Obama has done more to improve energy efficiency than any previous U.S. leader. http://ofa.bo/2b1FGfp  #ActOnClimate,1554,6029,"['Obama' 'PERSON'],['U.S.' 'GPE']",USA,0.5488423705101013,positive,0.7639506459236145
2016/08/08_12:41,Adding clean energy jobs is another way the U.S. is continuing to #ActOnClimate.pic.twitter.com/EbM6XUrDRW,943,3725,['U.S.' 'GPE'],USA,0.6729019284248352,positive,0.5936456322669983
2016/08/08_11:13,Show your support for bold action to fight climate change. http://ofa.bo/2b1kV3k  #ActOnClimate,478,1744,,climate change,0.928137481212616,positive,0.6635633111000061
2016/08/08_09:40,Americans across the country agree that we need bold action in the fight against climate change. #ActOnClimatepic.twitter.com/znuajZ6CmE,1652,7157,['Americans' 'NORP'],climate change,0.624110996723175,neutral,0.5554884076118469
2016/08/08_08:16,These extreme records aren't a fluke—climate change is largely caused by human activity. http://ofa.bo/2azFXCj  #ActOnClimate,1730,3873,,climate change,0.9487016797065735,neutral,0.5027003288269043
2016/08/06_12:17,Team USA reminds the world why America always sets the gold standard. http://ofa.bo/2auHwRO,1724,7962,"['Team USA' 'ORG'],['America' 'GPE']",USA,0.974841296672821,positive,0.6619120240211487
2016/08/05_14:12,President Obama reflects on his experience as a feminist—and his hopes to continue building toward gender equality.http://ofa.bo/2aB6Lrl,3892,13034,['Obama' 'PERSON'],USA,0.4207434356212616,neutral,0.7050797343254089
2016/08/05_11:18,Today's jobs report underscores what we know to be true: America's economy is the strongest in the world.pic.twitter.com/iXJjuWeOB6,3095,11511,['America' 'GPE'],USA,0.8725205659866333,positive,0.9173172116279602
2016/08/05_09:49,This is a good thing for American workers and businesses—but there's more work to do.pic.twitter.com/QGb6k0pwPr,1621,5657,['American' 'NORP'],business,0.46021872758865356,positive,0.8146329522132874
2016/08/05_08:42,Our economy is continuing its comeback. Let's keep up the progress.pic.twitter.com/qUPGBzkqQ5,1587,6744,,business,0.5088838338851929,positive,0.9151566028594971
2016/08/05_07:31,The economy added 255000 jobs in July—a record-breaking 77 months of private-sector job growth.,2880,9471,,business,0.3967283368110657,positive,0.8514291048049927
2016/08/04_15:29,It’s President Obama’s last birthday in office—​d​on’t forget to sign ​the card. http://ofa.bo/2ayv2hY,1147,5661,['Obama' 'PERSON'],politics,0.6707099080085754,neutral,0.5101545453071594
2016/08/04_10:46,Make President Obama's last birthday in office extra special. Sign the card: http://ofa.bo/2aTo9WO  #TBTpic.twitter.com/eEqqEJ114i,1670,7773,['Obama' 'PERSON'],politics,0.4908226430416107,positive,0.5386193990707397
2016/08/04_09:22,The Clean Power Plan is one of the biggest steps forward in the fight to #ActOnClimate.pic.twitter.com/UBXPe98NUF,1397,6101,['The Clean Power Plan' 'LAW'],climate change,0.9266926050186157,positive,0.8919504880905151
2016/08/03_14:42,From the Clean Power Plan to the Paris Climate Agreement the U.S. is leading the way in the fight to #ActOnClimate.pic.twitter.com/aBMaZdrgGB,807,3656,"['the Clean Power Plan' 'LAW'],['the Paris Climate Agreement' 'LAW'],['U.S.' 'GPE']",USA,0.6036655902862549,neutral,0.6108635663986206
2016/08/03_11:35,Today is the one-year anniversary of the Clean Power Plan—show your support in the fight to #ActOnClimate. http://ofa.bo/2av5KRJ,569,2193,['the Clean Power Plan' 'LAW'],climate change,0.8329046964645386,positive,0.620772123336792
2016/08/03_10:11,The Clean Power Plan will cut carbon pollution from power plants by 32 percent by 2030. #ActOnClimatepic.twitter.com/UDp2Ti5ji1,1570,6122,['The Clean Power Plan' 'LAW'],climate change,0.788330614566803,neutral,0.641904354095459
2016/08/02_12:45,Senate leaders are weakening our highest court by refusing to vote on Judge Garland. http://ofa.bo/2ajlr8N  #DoYourJob,738,2469,"['Senate' 'ORG'],['Garland' 'PERSON']",politics,0.5696770548820496,negative,0.6910094022750854
2016/08/02_08:28,44 is turning 55. Celebrate—sign the card. http://ofa.bo/2arQcOz,825,4477,,family,0.5655257701873779,positive,0.8441744446754456
2016/08/01_13:58,Judge Garland should get a fair hearing and an up-or-down vote from the Senate. Speak out. http://ofa.bo/2aDY78a  #DoYourJob,946,3098,"['Garland' 'PERSON'],['Senate' 'ORG']",business,0.3852345943450928,neutral,0.71114182472229
2016/08/01_11:45,The Supreme Court still needs a ninth justice but Senate leaders are still refusing to do their jobs. #DoYourJobpic.twitter.com/HmgNHkz7e8,7160,16291,"['The Supreme Court' 'ORG'],['Senate' 'ORG']",politics,0.5847680568695068,negative,0.6560242772102356
2016/07/30_10:36,Sign the card and wish President Obama a happy birthday. http://ofa.bo/2azUsdv pic.twitter.com/0dkapeIOjR,1511,7692,['Obama' 'PERSON'],USA,0.4148918390274048,positive,0.9208504557609558
2016/07/30_09:39,In the weekly address retired Federal Judge Timothy Lewis joins @VP Biden to discuss the #SCOTUS vacancy.http://ofa.bo/2akk9jJ,452,2132,"['Timothy Lewis' 'PERSON'],['Biden' 'PERSON'],['SCOTUS' 'ORG']",politics,0.7557056546211243,neutral,0.8392331600189209
2016/07/29_13:22,Before their obstruction of President Obama's nominee these six senators voted to confirm Judge Garland.pic.twitter.com/xiGIdD2Ask,3160,7674,['Obama' 'PERSON'],politics,0.5352559089660645,neutral,0.6919233202934265
2016/07/29_12:05,Add your name if you think the Supreme Court is no place for partisan political games: http://ofa.bo/2auVlDO  #DoYourJob,727,2826,['the Supreme Court' 'ORG'],politics,0.7019250392913818,negative,0.5712494254112244
2016/07/29_10:42,It's been a record-breaking 135 days since President Obama nominated Judge Garland. The obstruction must end.pic.twitter.com/0P8jRkYUCq,5715,17145,"['Obama' 'PERSON'],['Garland' 'PERSON']",politics,0.5389198064804077,neutral,0.5410005450248718
2016/07/28_13:41,Our children's health and prosperity is too important to ignore the consequences of climate change. Speak out now: http://ofa.bo/2afsLYI,872,2976,,climate change,0.8450392484664917,neutral,0.4894607365131378
2016/07/28_12:41,Wildfire seasons are getting longer more dangerous and more expensive. We need to do more to #ActOnClimate.http://ofa.bo/2au2V07,1117,3152,,climate change,0.8252273201942444,negative,0.8096568584442139
2016/07/28_08:31,It's time to offer serious solutions on how to build on #Obamacare's progress—not take it away.pic.twitter.com/rw69A5Jybh,1290,4821,['Obamacare' 'LAW'],health,0.8531519770622253,neutral,0.5864670276641846
2016/07/27_10:24,Thanks to #Obamacare millions of Americans have gained the coverage they need. Say you're proud. http://ofa.bo/2aqDjBj,1107,4674,"['#Obamacare' 'EVENT'],['Americans' 'NORP']",health,0.8595170974731445,positive,0.8670192360877991
2016/07/27_08:38,Six years later and Republican leaders still have no credible #Obamacare alternative.pic.twitter.com/Y6yMqo4bEe,5434,17205,['Republican' 'NORP'],health,0.8082661032676697,negative,0.7139957547187805
2016/07/26_11:36,Let's be clear: #Obamacare is working and helping millions of Americans.pic.twitter.com/OVZqdsjkOn,2076,8010,['Obamacare' 'ORG'],health,0.9250121116638184,positive,0.7999127507209778
2016/07/26_09:25,97 percent of climate scientists agree—climate change is real and man-made. Stand up for bold action: http://ofa.bo/2a8V4rM  #ActOnClimate,1140,3463,,climate change,0.9138997793197632,positive,0.6448819041252136
2016/07/26_08:13,It's easy to be cynical but there's no challenge we can't overcome. #ActOnClimatepic.twitter.com/OeUW6YqvLc,2775,9547,,climate change,0.8407105207443237,neutral,0.4950028955936432
2016/07/25_13:33,Actively ignoring this epidemic is unacceptable. Congress has to act. #DisarmHatepic.twitter.com/n46r7RDnQI,4765,13792,['Congress' 'ORG'],business,0.5557776689529419,negative,0.7947503328323364
2016/07/25_11:02,Add your name if you believe Senate leaders need to put aside partisan politics and fill the Supreme Court vacancy. http://ofa.bo/2a6q4IP,696,2731,"['Senate' 'ORG'],['Supreme Court' 'ORG']",politics,0.7110759019851685,neutral,0.75318443775177
2016/07/25_10:02,Restoring the Supreme Court to full strength must remain above Senate leaders' petty politics. #DoYourJobpic.twitter.com/H5EWm5gQug,3728,11115,"['the Supreme Court' 'ORG'],['Senate' 'ORG']",politics,0.7027588486671448,neutral,0.7112889289855957
2016/07/25_08:55,The federal minimum wage hasn't been raised since 2009. $7.25 isn't enough to make ends meet—we need to #RaiseTheWage.,3437,9712,,finance,0.6146345138549805,negative,0.7373270988464355
2016/07/23_09:08,In the weekly address @SenWarren joins President Obama to discuss economic progress and Wall Street reform. http://ofa.bo/2a8qop4,608,2696,['Obama' 'PERSON'],finance,0.5264793634414673,neutral,0.8456985950469971
2016/07/22_09:41,Add your name if you believe Senate leaders need to put aside partisan politics and fill the Supreme Court vacancy: http://ofa.bo/2aek4uj,988,3435,"['Senate' 'ORG'],['Supreme Court' 'ORG']",politics,0.7605451941490173,neutral,0.7606251835823059
2016/07/22_08:23,A reminder for Senate leaders: Judge Garland has had strong bipartisan support in the past. #DoYourJobpic.twitter.com/dFjboU0TYX,3253,9201,"['Senate' 'ORG'],['Garland' 'PERSON']",business,0.49514737725257874,neutral,0.5334236025810242
